Step,Value
20480,-20.0
40960,-19.799999237060547
61440,-19.799999237060547
81920,-20.399999618530273
102400,-20.799999237060547
122880,-19.600000381469727
143360,-20.200000762939453
163840,-19.799999237060547
180224,-19.600000381469727
200704,-18.799999237060547
221184,-20.200000762939453
241664,-20.600000381469727
262144,-19.200000762939453
282624,-18.600000381469727
303104,-19.200000762939453
323584,-18.799999237060547
344064,-18.399999618530273
360448,-17.600000381469727
380928,-17.0
401408,-16.399999618530273
421888,-15.800000190734863
442368,-16.399999618530273
462848,-17.399999618530273
483328,-15.0
503808,-11.800000190734863
520192,-11.399999618530273
540672,-11.800000190734863
561152,-10.0
581632,-9.600000381469727
602112,-8.399999618530273
622592,-9.399999618530273
643072,-8.399999618530273
663552,-2.200000047683716
684032,0.800000011920929
700416,2.5999999046325684
720896,-0.6000000238418579
741376,-3.4000000953674316
761856,-0.800000011920929
782336,3.200000047683716
802816,-1.2000000476837158
823296,-5.199999809265137
843776,5.0
860160,3.5999999046325684
880640,9.0
901120,11.800000190734863
921600,3.4000000953674316
942080,-1.2000000476837158
962560,0.6000000238418579
983040,0.4000000059604645
1003520,2.200000047683716
1024000,3.5999999046325684
1040384,7.199999809265137
1060864,1.600000023841858
1081344,-1.600000023841858
1101824,0.800000011920929
1122304,3.799999952316284
1142784,8.399999618530273
1163264,12.800000190734863
1183744,10.199999809265137
1200128,6.0
1220608,7.199999809265137
1241088,12.399999618530273
1261568,13.800000190734863
1282048,11.800000190734863
1302528,8.600000381469727
1323008,12.600000381469727
1343488,12.199999809265137
1363968,13.600000381469727
1380352,11.800000190734863
1400832,17.799999237060547
1421312,17.600000381469727
1441792,9.800000190734863
1462272,13.600000381469727
1482752,12.199999809265137
1503232,17.600000381469727
1523712,18.0
1540096,12.800000190734863
1560576,17.799999237060547
1581056,16.600000381469727
1601536,16.0
1622016,14.600000381469727
1642496,18.200000762939453
1662976,17.600000381469727
1683456,17.799999237060547
1703936,18.200000762939453
1720320,16.799999237060547
1740800,15.600000381469727
1761280,16.799999237060547
1781760,16.799999237060547
1802240,16.600000381469727
1822720,19.799999237060547
1843200,19.600000381469727
1863680,16.200000762939453
1880064,17.600000381469727
1900544,16.399999618530273
1921024,17.399999618530273
1941504,17.799999237060547
1961984,19.200000762939453
1982464,18.799999237060547
2002944,16.200000762939453
2023424,18.399999618530273
2043904,18.399999618530273
2060288,15.199999809265137
2080768,17.600000381469727
2101248,19.0
2121728,19.399999618530273
2142208,17.799999237060547
2162688,16.799999237060547
2183168,18.0
2203648,19.600000381469727
2220032,19.600000381469727
2240512,18.600000381469727
2260992,19.399999618530273
2281472,20.0
2301952,19.600000381469727
2322432,19.0
2342912,20.0
2363392,19.399999618530273
2383872,18.600000381469727
2400256,20.600000381469727
2420736,20.799999237060547
2441216,18.799999237060547
2461696,20.399999618530273
2482176,20.399999618530273
2502656,20.0
2523136,19.399999618530273
2543616,20.399999618530273
