Step,Value
20480,40.0
40960,49.79999923706055
60416,42.20000076293945
80896,29.799999237060547
100352,32.79999923706055
120832,34.20000076293945
140288,42.79999923706055
160768,49.0
180224,57.599998474121094
200704,58.400001525878906
220160,62.20000076293945
240640,65.4000015258789
260096,61.0
280576,65.4000015258789
300032,56.599998474121094
320512,47.20000076293945
340992,52.400001525878906
360448,54.20000076293945
380928,53.79999923706055
400384,49.400001525878906
420864,55.400001525878906
440320,32.0
460800,40.599998474121094
480256,62.79999923706055
500736,53.400001525878906
520192,52.0
540672,53.400001525878906
560128,53.599998474121094
580608,54.0
600064,65.5999984741211
620544,51.599998474121094
640000,54.0
660480,44.79999923706055
680960,40.20000076293945
700416,39.0
720896,45.400001525878906
740352,44.400001525878906
760832,44.0
780288,49.20000076293945
800768,48.0
820224,52.20000076293945
840704,35.79999923706055
860160,50.79999923706055
880640,49.0
900096,49.599998474121094
920576,43.599998474121094
940032,43.0
960512,52.0
980992,48.79999923706055
1000448,45.400001525878906
1020928,52.599998474121094
1040384,50.79999923706055
1060864,50.79999923706055
1080320,48.599998474121094
1100800,47.400001525878906
1120256,44.0
1140736,47.0
1160192,47.79999923706055
1180672,45.599998474121094
1200128,48.20000076293945
1220608,51.20000076293945
1240064,49.79999923706055
1260544,49.599998474121094
1280000,45.79999923706055
1300480,55.20000076293945
1320960,47.0
1340416,52.20000076293945
1360896,51.400001525878906
1380352,53.20000076293945
1400832,51.79999923706055
1420288,51.20000076293945
1440768,53.0
1460224,49.20000076293945
1480704,46.0
1500160,53.79999923706055
1520640,49.20000076293945
1540096,50.0
1560576,52.79999923706055
1580032,55.400001525878906
1600512,47.400001525878906
1620992,50.20000076293945
1640448,56.599998474121094
1660928,52.400001525878906
1680384,57.0
1700864,61.599998474121094
1720320,58.599998474121094
1740800,53.20000076293945
1760256,62.400001525878906
1780736,61.400001525878906
1800192,65.0
1820672,67.5999984741211
1840128,78.5999984741211
1860608,63.20000076293945
1880064,59.400001525878906
1900544,58.20000076293945
1920000,66.4000015258789
1940480,70.0
1960960,69.19999694824219
1980416,62.0
2000896,69.80000305175781
2020352,79.19999694824219
2040832,76.4000015258789
2060288,68.4000015258789
2080768,74.19999694824219
2100224,75.19999694824219
2120704,72.4000015258789
2140160,82.4000015258789
2160640,74.80000305175781
2180096,89.0
2200576,101.4000015258789
2220032,102.80000305175781
2240512,89.4000015258789
2260992,81.0
2280448,67.0
2300928,71.4000015258789
2320384,89.0
2340864,85.80000305175781
2360320,93.4000015258789
2380800,97.4000015258789
2400256,87.4000015258789
2420736,102.0
2440192,98.4000015258789
2460672,89.5999984741211
2480128,97.0
2500608,76.80000305175781
2520064,76.4000015258789
2540544,76.5999984741211
2560000,70.80000305175781
2580480,79.0
2600960,100.4000015258789
2620416,76.19999694824219
2640896,77.19999694824219
2660352,65.5999984741211
2680832,63.599998474121094
2700288,66.0
2720768,63.20000076293945
2740224,73.0
2760704,61.599998474121094
2780160,65.0
2800640,71.0
2820096,85.19999694824219
2840576,72.19999694824219
2860032,67.80000305175781
2880512,74.5999984741211
2900992,72.0
2920448,75.0
2940928,70.80000305175781
2960384,57.599998474121094
2980864,69.4000015258789
3000320,76.5999984741211
3020800,80.4000015258789
3040256,73.19999694824219
3060736,83.5999984741211
3080192,61.0
3100672,82.5999984741211
3120128,70.4000015258789
3140608,67.4000015258789
3160064,68.80000305175781
3180544,70.5999984741211
3200000,72.19999694824219
3220480,68.19999694824219
3240960,63.79999923706055
3260416,67.0
3280896,69.5999984741211
3300352,67.80000305175781
3320832,72.80000305175781
3340288,69.5999984741211
3360768,66.80000305175781
3380224,62.599998474121094
3400704,59.20000076293945
3420160,61.400001525878906
3440640,63.0
3460096,62.400001525878906
3480576,60.20000076293945
3500032,60.20000076293945
3520512,67.80000305175781
3540992,52.79999923706055
3560448,61.400001525878906
3580928,64.5999984741211
3600384,68.0
3620864,73.80000305175781
3640320,82.0
3660800,62.79999923706055
3680256,83.0
3700736,81.0
3720192,59.599998474121094
3740672,67.19999694824219
3760128,66.19999694824219
3780608,72.19999694824219
3800064,69.4000015258789
3820544,63.0
3840000,64.4000015258789
3860480,65.19999694824219
3880960,66.0
3900416,65.5999984741211
3920896,63.79999923706055
3940352,64.5999984741211
3960832,65.80000305175781
3980288,61.599998474121094
4000768,67.80000305175781
4020224,59.400001525878906
4040704,78.5999984741211
4060160,73.4000015258789
4080640,62.400001525878906
4100096,67.5999984741211
4120576,62.400001525878906
4140032,75.0
4160512,81.80000305175781
4180992,76.0
4200448,67.19999694824219
4220928,82.4000015258789
4240384,69.5999984741211
4260864,78.5999984741211
4280320,73.0
4300800,79.80000305175781
4320256,76.80000305175781
4340736,68.80000305175781
4360192,77.80000305175781
4380672,81.80000305175781
4400128,70.19999694824219
4420608,74.0
4440064,71.0
4460544,69.80000305175781
4480000,65.4000015258789
4500480,69.80000305175781
4520960,72.5999984741211
4540416,80.0
4560896,67.19999694824219
4580352,76.80000305175781
4600832,72.19999694824219
4620288,66.19999694824219
4640768,64.80000305175781
4660224,75.80000305175781
4680704,77.0
4700160,70.4000015258789
4720640,66.5999984741211
4740096,63.79999923706055
4760576,64.19999694824219
4780032,62.0
4800512,68.0
4820992,70.19999694824219
4840448,70.4000015258789
4860928,73.0
4880384,64.19999694824219
4900864,73.19999694824219
4920320,66.80000305175781
4940800,63.599998474121094
4960256,63.79999923706055
4980736,66.5999984741211
5000192,64.0
5020672,65.19999694824219
5040128,67.19999694824219
5060608,70.19999694824219
5080064,70.4000015258789
5100544,61.400001525878906
5120000,68.80000305175781
5140480,72.0
